Minute,religion,pro_services,care_household_members,social_relax_leisure,travel,household_services,gov_services,eat_drink,volunteering,household_activities,care_non_household_members,sports_exercise,calls,personal_care,consumer_purchases,work,education
159,0.0024,0.00045,0.01412,0.03582,0.03729,0.00004,0.00002,0.02737,0.00089,0.03495,0.00111,0.00714,0.00046,0.77515,0.001,0.05996,0.00182
160,0.00245,0.00049,0.01422,0.03718,0.03726,0.00004,0.00002,0.02658,0.00093,0.0342,0.00119,0.00716,0.00045,0.772,0.00104,0.06272,0.00207
161,0.00246,0.00048,0.01406,0.03719,0.03738,0.00004,0.00002,0.02665,0.00094,0.03415,0.00115,0.00719,0.00045,0.77199,0.00101,0.06277,0.00208
162,0.00247,0.00049,0.01396,0.03731,0.03712,0.00004,0.00002,0.02667,0.00094,0.034,0.00117,0.0072,0.00046,0.77196,0.00101,0.06308,0.00211
163,0.00248,0.00049,0.01395,0.0374,0.03703,0.00004,0.00003,0.0267,0.00094,0.03399,0.00116,0.00721,0.00046,0.77188,0.00099,0.06315,0.00211
164,0.00247,0.00049,0.01391,0.03752,0.03692,0.00004,0.00003,0.02669,0.00094,0.03397,0.00113,0.00722,0.00046,0.77192,0.00098,0.06318,0.00212
165,0.00246,0.00054,0.01488,0.0389,0.04077,0.00004,0.00004,0.02599,0.00106,0.03522,0.00134,0.00704,0.00049,0.75946,0.00111,0.06817,0.00248
166,0.00246,0.00054,0.01474,0.03903,0.04065,0.00004,0.00004,0.02605,0.00106,0.03514,0.00135,0.00706,0.00048,0.75941,0.00112,0.0683,0.00251
167,0.00245,0.00054,0.01469,0.03931,0.04041,0.00004,0.00004,0.02591,0.00106,0.03511,0.00133,0.00707,0.00048,0.75938,0.00108,0.06856,0.00253
168,0.00246,0.00054,0.01467,0.03932,0.04024,0.00004,0.00004,0.02585,0.00108,0.03505,0.00136,0.00707,0.00048,0.75937,0.0011,0.06874,0.00258
169,0.00246,0.00054,0.01468,0.03938,0.04014,0.00004,0.00004,0.0258,0.00108,0.03502,0.00133,0.00707,0.00047,0.75944,0.00108,0.06882,0.0026
170,0.00247,0.00061,0.01514,0.04043,0.03905,0.00005,0.00004,0.0249,0.00111,0.03473,0.00139,0.00711,0.00048,0.75516,0.00126,0.07296,0.00313
171,0.00248,0.00061,0.01499,0.04063,0.03889,0.00005,0.00004,0.02477,0.00111,0.03466,0.00137,0.00711,0.00047,0.75524,0.00125,0.0732,0.00314
172,0.00248,0.00061,0.01496,0.0407,0.03858,0.00005,0.00004,0.02476,0.00111,0.03454,0.00135,0.00709,0.00048,0.75521,0.00126,0.07358,0.00321
173,0.00243,0.0006,0.01489,0.04076,0.03839,0.00005,0.00004,0.02478,0.0011,0.03447,0.00134,0.00709,0.00049,0.75522,0.0012,0.07389,0.00327
174,0.00243,0.00061,0.01485,0.04077,0.03834,0.00005,0.00004,0.02474,0.0011,0.03449,0.00135,0.0071,0.00049,0.75519,0.00118,0.07401,0.00328
175,0.00242,0.00065,0.0148,0.04129,0.03684,0.00006,0.00004,0.0236,0.00115,0.03379,0.00146,0.0071,0.00047,0.75412,0.00119,0.07753,0.00349
176,0.00242,0.00065,0.01468,0.04131,0.03681,0.00006,0.00006,0.02356,0.00114,0.03375,0.00143,0.00711,0.00048,0.75411,0.00122,0.07772,0.0035
177,0.00243,0.00065,0.01468,0.04136,0.0365,0.00006,0.00006,0.02354,0.00114,0.03357,0.00143,0.00712,0.00047,0.75407,0.0012,0.07816,0.00357
178,0.00243,0.00065,0.01464,0.04133,0.03638,0.00006,0.00006,0.02357,0.00115,0.03346,0.00145,0.00713,0.00047,0.75404,0.00119,0.07838,0.00362
179,0.00243,0.00065,0.01458,0.04134,0.03638,0.00006,0.00006,0.02362,0.00117,0.0334,0.00143,0.00712,0.00047,0.75407,0.00116,0.07844,0.00362
180,0.00294,0.00082,0.02202,0.04703,0.05927,0.00011,0.0001,0.04327,0.00154,0.05722,0.00198,0.00854,0.00086,0.65477,0.00146,0.09346,0.0046
181,0.00293,0.00082,0.02169,0.04727,0.05906,0.00011,0.0001,0.04344,0.00156,0.05712,0.00202,0.00855,0.00084,0.65452,0.00151,0.09382,0.00464
182,0.00295,0.00082,0.02157,0.0477,0.05854,0.00011,0.0001,0.04356,0.00157,0.05676,0.00197,0.00855,0.00082,0.65434,0.00159,0.0943,0.00473
183,0.00296,0.00083,0.02163,0.04794,0.05786,0.00011,0.0001,0.04374,0.00157,0.0565,0.00194,0.0086,0.00082,0.65425,0.00162,0.09472,0.00482
184,0.00296,0.00084,0.02148,0.04805,0.05766,0.00011,0.00008,0.0438,0.00157,0.05635,0.0019,0.0086,0.00082,0.65432,0.00166,0.0949,0.00489
185,0.00305,0.00091,0.02164,0.04956,0.05512,0.00018,0.0001,0.04339,0.00165,0.05526,0.00211,0.00861,0.00074,0.65239,0.00208,0.09774,0.00546
186,0.00307,0.00091,0.02145,0.04959,0.05516,0.00016,0.0001,0.04341,0.00166,0.0552,0.00205,0.00862,0.00074,0.65235,0.00206,0.09795,0.0055
187,0.00309,0.00091,0.02131,0.04965,0.05494,0.00015,0.0001,0.04352,0.00166,0.05507,0.00202,0.00865,0.00074,0.65229,0.00202,0.09829,0.00559
188,0.00309,0.00092,0.0212,0.04978,0.05481,0.00015,0.0001,0.04347,0.00167,0.05491,0.00201,0.00868,0.00073,0.65239,0.00197,0.09847,0.00566
189,0.0031,0.00092,0.02113,0.04983,0.05472,0.00015,0.0001,0.04347,0.00167,0.05487,0.00201,0.00867,0.00073,0.65244,0.00196,0.09855,0.00569
190,0.00317,0.00098,0.02149,0.05128,0.05261,0.00016,0.00011,0.04219,0.00173,0.05407,0.0023,0.00883,0.00073,0.64961,0.00213,0.10209,0.00653
191,0.00316,0.00099,0.02134,0.05149,0.05261,0.00016,0.00011,0.04215,0.00175,0.054,0.00224,0.00883,0.00073,0.64951,0.00212,0.10223,0.0066
192,0.00316,0.001,0.02124,0.05164,0.0524,0.00016,0.0001,0.04223,0.00177,0.05371,0.0022,0.00883,0.00073,0.64959,0.00208,0.10252,0.00664
193,0.00317,0.00099,0.02119,0.05174,0.05225,0.00016,0.0001,0.04222,0.00178,0.05362,0.00218,0.00882,0.00073,0.64956,0.00208,0.10269,0.00674
194,0.00317,0.00099,0.02111,0.05183,0.05201,0.00016,0.0001,0.04219,0.00178,0.05368,0.00217,0.00883,0.00073,0.64956,0.00207,0.10276,0.00686
195,0.00306,0.00103,0.02159,0.05347,0.05566,0.00016,0.00008,0.04054,0.00195,0.05392,0.00238,0.00884,0.00075,0.63854,0.00204,0.10826,0.00772
196,0.00307,0.00102,0.02133,0.05351,0.05572,0.00016,0.00006,0.04049,0.00196,0.0538,0.00241,0.00886,0.00073,0.63854,0.00208,0.10844,0.00781
197,0.00309,0.00103,0.02123,0.05372,0.05519,0.00016,0.00006,0.04037,0.00197,0.05377,0.00237,0.00889,0.00073,0.63856,0.00206,0.1089,0.00792
198,0.00311,0.00102,0.02112,0.05378,0.05511,0.00016,0.00006,0.04031,0.00196,0.05368,0.00236,0.00889,0.00073,0.63858,0.00202,0.10914,0.00798
199,0.00311,0.00102,0.02101,0.05384,0.05505,0.00016,0.00006,0.04032,0.00197,0.05371,0.00237,0.0089,0.00072,0.63852,0.00201,0.10924,0.00802
200,0.00313,0.00107,0.02123,0.05558,0.05447,0.00016,0.00007,0.03895,0.00207,0.05302,0.00247,0.009,0.00071,0.63379,0.00208,0.11307,0.00914
201,0.00313,0.00109,0.02099,0.05558,0.0543,0.00015,0.00007,0.03898,0.00207,0.05309,0.00249,0.00899,0.00071,0.63379,0.0021,0.11326,0.0092
202,0.00314,0.0011,0.02087,0.05571,0.05388,0.00016,0.00007,0.03883,0.00208,0.05311,0.00249,0.00901,0.00071,0.63376,0.00208,0.11369,0.00933
203,0.00314,0.00111,0.02078,0.05576,0.05359,0.00015,0.00007,0.03883,0.00208,0.05308,0.0025,0.00902,0.00072,0.63368,0.00212,0.11396,0.00941
204,0.00314,0.0011,0.02072,0.05588,0.05339,0.00015,0.00007,0.03882,0.00208,0.05305,0.00246,0.00903,0.00072,0.63372,0.00213,0.11408,0.00947
205,0.00311,0.00114,0.02057,0.05622,0.05161,0.00018,0.0001,0.03757,0.00218,0.05269,0.00256,0.00907,0.00075,0.63244,0.00222,0.11737,0.01023
206,0.00313,0.00116,0.02034,0.05632,0.05141,0.00019,0.0001,0.03761,0.00219,0.05264,0.00251,0.00908,0.00075,0.6324,0.00219,0.11769,0.0103
207,0.00315,0.00114,0.02014,0.05649,0.05119,0.00018,0.00009,0.03753,0.00219,0.0526,0.0025,0.00912,0.00074,0.63232,0.00217,0.11806,0.01038
208,0.00314,0.00114,0.0201,0.0565,0.05095,0.00018,0.0001,0.03747,0.00219,0.05264,0.00254,0.00913,0.00075,0.63226,0.00217,0.1183,0.01042
209,0.00313,0.00114,0.02007,0.05656,0.05093,0.00018,0.0001,0.03745,0.0022,0.05258,0.00251,0.00913,0.00076,0.6322,0.00219,0.11842,0.01043
210,0.00357,0.00132,0.02215,0.0607,0.0716,0.00024,0.00009,0.04508,0.0024,0.06601,0.00302,0.01001,0.00108,0.56595,0.00253,0.13161,0.01262
211,0.00355,0.00133,0.02204,0.06085,0.07125,0.00025,0.00009,0.04511,0.00241,0.06603,0.00299,0.01004,0.00104,0.56581,0.00253,0.13195,0.01274
212,0.00356,0.00133,0.02187,0.06104,0.07083,0.00025,0.00009,0.04516,0.00242,0.06576,0.00299,0.01006,0.00103,0.56584,0.0026,0.13232,0.01286
213,0.00357,0.00132,0.02185,0.06113,0.07026,0.00024,0.00009,0.0452,0.00242,0.06564,0.003,0.01008,0.00103,0.56586,0.00262,0.13274,0.01293
214,0.00359,0.00133,0.02172,0.06121,0.07001,0.00024,0.0001,0.04522,0.00243,0.06569,0.00302,0.01007,0.00102,0.56584,0.00259,0.13295,0.01298
215,0.00361,0.00141,0.02247,0.0623,0.06655,0.00028,0.0001,0.04421,0.0025,0.0651,0.00314,0.01007,0.00103,0.56437,0.0029,0.13614,0.01382
216,0.00361,0.0014,0.0221,0.06243,0.06657,0.00028,0.0001,0.04415,0.0025,0.06514,0.00302,0.01013,0.00101,0.56429,0.0029,0.13648,0.01388
217,0.0036,0.00141,0.02175,0.06267,0.06612,0.00029,0.0001,0.04414,0.00252,0.06523,0.00303,0.01015,0.001,0.56407,0.00293,0.13702,0.01398
218,0.00359,0.00141,0.02158,0.06276,0.06612,0.00029,0.00011,0.04411,0.00252,0.06516,0.00297,0.01018,0.001,0.56395,0.00292,0.13724,0.01408
219,0.00359,0.00141,0.02154,0.0628,0.06608,0.00032,0.00011,0.04409,0.00252,0.06514,0.00297,0.01019,0.001,0.56393,0.0029,0.13731,0.01409
220,0.00371,0.00161,0.0217,0.06371,0.06429,0.00038,0.00011,0.04203,0.00264,0.06423,0.00313,0.01021,0.00108,0.56111,0.00316,0.14166,0.01523
221,0.00372,0.00162,0.02128,0.06381,0.06425,0.00039,0.00011,0.04203,0.00265,0.06431,0.00309,0.01023,0.00109,0.5611,0.00317,0.14188,0.01526
222,0.00371,0.00164,0.02113,0.06399,0.0637,0.00038,0.00012,0.04207,0.00268,0.06422,0.0031,0.01023,0.0011,0.56102,0.00317,0.14233,0.01541
223,0.00373,0.00163,0.02093,0.06409,0.06345,0.00039,0.00012,0.04201,0.0027,0.06421,0.00312,0.01024,0.0011,0.56103,0.0032,0.14258,0.01548
224,0.00375,0.00163,0.02083,0.06407,0.06322,0.00039,0.00012,0.04207,0.0027,0.0642,0.00311,0.01024,0.00111,0.56101,0.00328,0.14277,0.0155
225,0.00374,0.00174,0.02083,0.06542,0.06474,0.00046,0.00014,0.0401,0.00282,0.06462,0.00337,0.01033,0.00125,0.54957,0.00347,0.15027,0.01715
226,0.00377,0.00174,0.02049,0.06561,0.06453,0.00048,0.00014,0.0401,0.00282,0.06453,0.00338,0.01034,0.00123,0.54958,0.0034,0.15066,0.01721
227,0.00378,0.00177,0.02036,0.06562,0.06434,0.00048,0.00014,0.04009,0.00283,0.0644,0.00335,0.0104,0.00122,0.5495,0.00337,0.15105,0.0173
228,0.00375,0.00179,0.02018,0.0657,0.06404,0.00048,0.00014,0.04006,0.00284,0.06437,0.0033,0.0104,0.00125,0.54955,0.0034,0.15137,0.01737
229,0.00375,0.0018,0.02007,0.06575,0.064,0.00048,0.00014,0.03998,0.00284,0.06437,0.00327,0.0104,0.00127,0.54965,0.00332,0.15153,0.01739
230,0.00389,0.00198,0.01995,0.06673,0.06004,0.00044,0.00016,0.03777,0.00303,0.06444,0.00337,0.01064,0.00134,0.54678,0.00363,0.1572,0.01863
231,0.00391,0.00199,0.01959,0.06687,0.05984,0.00044,0.00016,0.03781,0.00302,0.06437,0.0034,0.01065,0.00134,0.54673,0.00358,0.15759,0.0187
232,0.00391,0.00199,0.01952,0.06698,0.05916,0.00046,0.00016,0.03772,0.00305,0.06442,0.00339,0.01069,0.00133,0.54669,0.00358,0.15818,0.01877
233,0.00393,0.00202,0.01943,0.06701,0.05868,0.00046,0.00016,0.03775,0.00309,0.06447,0.00338,0.01072,0.00133,0.54662,0.00352,0.15856,0.01888
234,0.00394,0.00202,0.01932,0.06715,0.05843,0.00045,0.00016,0.0378,0.0031,0.06437,0.00336,0.01073,0.00134,0.54659,0.00355,0.15879,0.0189
235,0.00418,0.00221,0.01914,0.06774,0.05481,0.00042,0.00017,0.03711,0.00327,0.0634,0.00346,0.01076,0.00133,0.54492,0.00356,0.1635,0.02004
236,0.00417,0.00221,0.01896,0.06785,0.05441,0.00043,0.00017,0.03711,0.00327,0.06338,0.00344,0.01076,0.00132,0.54491,0.00355,0.16393,0.02013
237,0.0042,0.00222,0.01881,0.06787,0.05371,0.00043,0.00017,0.03709,0.0033,0.06331,0.00341,0.01077,0.00135,0.54493,0.00364,0.16457,0.02022
238,0.0042,0.00223,0.01878,0.06795,0.0534,0.00043,0.00017,0.03708,0.0033,0.06325,0.00339,0.01078,0.00136,0.54483,0.00358,0.16493,0.02034
239,0.00419,0.00221,0.01869,0.06802,0.05312,0.00042,0.00017,0.03704,0.00331,0.0633,0.00337,0.0108,0.00137,0.54485,0.00356,0.16519,0.02037
240,0.0051,0.00269,0.02091,0.0729,0.07321,0.00056,0.00023,0.057,0.00395,0.0905,0.00431,0.01253,0.00249,0.43593,0.0041,0.1892,0.0244
241,0.0051,0.0027,0.02074,0.07313,0.0726,0.00055,0.00024,0.05734,0.00396,0.09045,0.00428,0.01256,0.00246,0.43555,0.00414,0.18971,0.02449
242,0.00512,0.00272,0.0206,0.07341,0.07144,0.00056,0.00024,0.05767,0.00397,0.09034,0.00426,0.0126,0.00245,0.43509,0.0042,0.19065,0.02469
243,0.00516,0.00273,0.02058,0.07354,0.07048,0.00056,0.00024,0.0579,0.00401,0.09026,0.00423,0.01265,0.00241,0.43508,0.00426,0.1911,0.0248
244,0.00516,0.00273,0.02049,0.07365,0.07015,0.00056,0.00024,0.05796,0.00404,0.09015,0.00421,0.01269,0.00237,0.43518,0.00425,0.19132,0.02484
245,0.0053,0.00294,0.0211,0.07512,0.06465,0.00062,0.00025,0.05724,0.00427,0.08887,0.00453,0.01292,0.00229,0.43435,0.00501,0.19484,0.0257
246,0.00532,0.00294,0.0208,0.07517,0.06458,0.00059,0.00025,0.05724,0.00429,0.08897,0.00448,0.01291,0.00229,0.43431,0.00496,0.19514,0.02575
247,0.00532,0.00292,0.02056,0.07537,0.06413,0.00058,0.00025,0.05725,0.00431,0.08886,0.00443,0.01297,0.00226,0.43431,0.00492,0.19571,0.02584
248,0.00535,0.00292,0.02052,0.07548,0.06383,0.00057,0.00025,0.05726,0.00433,0.08883,0.00441,0.01301,0.00225,0.4342,0.00486,0.19602,0.02591
249,0.00536,0.00291,0.02045,0.07549,0.06366,0.00059,0.00025,0.05734,0.00433,0.08888,0.00439,0.01301,0.00225,0.43412,0.00488,0.19614,0.02592
250,0.00551,0.00315,0.02061,0.07773,0.05922,0.00062,0.00032,0.05545,0.00453,0.08815,0.00457,0.01309,0.00214,0.43197,0.00565,0.20049,0.02679
251,0.00553,0.00317,0.0204,0.07788,0.05893,0.00063,0.00033,0.05533,0.00453,0.08816,0.00454,0.01313,0.00215,0.43196,0.00564,0.20085,0.02684
252,0.00559,0.00316,0.0202,0.0781,0.0583,0.00063,0.00033,0.05533,0.00453,0.08821,0.00458,0.01316,0.00219,0.43191,0.00563,0.20125,0.02692
253,0.0056,0.00318,0.0201,0.07818,0.05805,0.00063,0.00033,0.0553,0.00455,0.08813,0.00452,0.01317,0.0022,0.43188,0.00563,0.20155,0.02701
254,0.00561,0.00318,0.02008,0.07826,0.05783,0.00063,0.00033,0.05529,0.00458,0.08815,0.00449,0.01319,0.00217,0.4318,0.00565,0.20168,0.02707
255,0.0059,0.00359,0.02033,0.0803,0.05689,0.00067,0.00036,0.05152,0.00488,0.08884,0.0047,0.01324,0.00235,0.42381,0.00618,0.2083,0.02813
256,0.00592,0.00357,0.02013,0.08041,0.05674,0.00069,0.00036,0.05149,0.00488,0.08881,0.00465,0.01324,0.00233,0.4238,0.00619,0.20862,0.02816
257,0.00595,0.00358,0.01993,0.08062,0.05641,0.00068,0.00036,0.0515,0.0049,0.08873,0.00467,0.01329,0.00231,0.4236,0.00624,0.20898,0.02825
258,0.00595,0.0036,0.01982,0.08078,0.05613,0.00068,0.00036,0.05142,0.0049,0.08874,0.00467,0.01328,0.0023,0.42357,0.00628,0.20924,0.02829
259,0.00599,0.00362,0.01977,0.08092,0.0561,0.00067,0.00036,0.05136,0.00493,0.08875,0.00465,0.01329,0.00228,0.42346,0.00627,0.20935,0.02823
260,0.00618,0.00386,0.01968,0.08305,0.05459,0.00074,0.00033,0.04844,0.00512,0.08802,0.00481,0.01373,0.00233,0.42067,0.00675,0.21297,0.02873
261,0.00618,0.00389,0.01954,0.08321,0.05413,0.00075,0.00034,0.04851,0.00512,0.08798,0.00483,0.01372,0.00234,0.42077,0.00679,0.21318,0.02875
262,0.0062,0.00388,0.01958,0.08337,0.0535,0.00075,0.00034,0.04846,0.00513,0.08802,0.00484,0.01375,0.00232,0.42071,0.00679,0.21359,0.02876
263,0.0062,0.00387,0.01957,0.08352,0.05309,0.00075,0.00034,0.04843,0.00514,0.08805,0.0048,0.01385,0.0023,0.42068,0.00685,0.21373,0.02885
264,0.00622,0.00388,0.01951,0.0836,0.05295,0.00074,0.00034,0.04837,0.00514,0.08805,0.00481,0.01386,0.0023,0.42065,0.00683,0.21386,0.02889
265,0.00648,0.00406,0.01928,0.0845,0.05043,0.00074,0.00037,0.04723,0.00525,0.08777,0.00484,0.01393,0.00225,0.41982,0.00694,0.21669,0.02941
266,0.00649,0.00407,0.01914,0.08459,0.05039,0.00074,0.00037,0.04725,0.00527,0.08777,0.00477,0.01392,0.00226,0.41974,0.00687,0.21691,0.02944
267,0.00647,0.00407,0.01901,0.08465,0.05005,0.00074,0.00037,0.04722,0.00534,0.08783,0.00476,0.01393,0.00229,0.41972,0.00685,0.21725,0.02947
268,0.00648,0.00406,0.01893,0.08454,0.04984,0.00075,0.00037,0.04717,0.00536,0.08788,0.00481,0.01393,0.00228,0.41982,0.00683,0.21748,0.02949
269,0.00648,0.00406,0.0189,0.08463,0.04965,0.00075,0.00037,0.04712,0.00536,0.0879,0.00477,0.01396,0.00225,0.41978,0.00685,0.21766,0.02953
270,0.0069,0.00465,0.01929,0.08911,0.06302,0.00093,0.00044,0.04869,0.00577,0.10028,0.00518,0.01473,0.00277,0.36845,0.00775,0.23059,0.03145
271,0.00692,0.00465,0.01904,0.08936,0.06268,0.00093,0.00042,0.04873,0.00581,0.10016,0.0052,0.01477,0.00278,0.36836,0.00778,0.23083,0.03158
272,0.00691,0.00466,0.01896,0.08972,0.06191,0.00095,0.00042,0.04874,0.00582,0.10006,0.00522,0.01481,0.00275,0.36832,0.00781,0.23129,0.03165
273,0.00692,0.00467,0.01896,0.08983,0.06149,0.00094,0.00044,0.04883,0.00585,0.09996,0.00526,0.01485,0.00275,0.36817,0.00785,0.23153,0.03169
274,0.00692,0.00467,0.01898,0.08993,0.06115,0.00094,0.00042,0.04886,0.00584,0.09994,0.00526,0.01486,0.00274,0.36815,0.00789,0.23172,0.03172
275,0.0071,0.00485,0.01928,0.09134,0.0574,0.00097,0.00045,0.04765,0.006,0.0998,0.00547,0.01488,0.00265,0.36717,0.00844,0.23444,0.0321
276,0.00714,0.00492,0.01919,0.09149,0.05724,0.00096,0.00046,0.04761,0.00602,0.09976,0.00546,0.01484,0.00265,0.36713,0.0084,0.23464,0.03212
277,0.00717,0.00492,0.01912,0.09165,0.05686,0.00095,0.00047,0.04752,0.00606,0.09983,0.00545,0.01488,0.00265,0.36709,0.00833,0.23489,0.03216
278,0.00718,0.00497,0.01916,0.0918,0.05643,0.00094,0.00047,0.04755,0.00607,0.09977,0.00547,0.01481,0.00263,0.36703,0.00836,0.23521,0.03217
279,0.00713,0.00496,0.01909,0.09189,0.05634,0.00094,0.00047,0.04756,0.00608,0.09979,0.00547,0.0148,0.00263,0.367,0.00831,0.23535,0.03217
280,0.0074,0.00518,0.0189,0.09354,0.05402,0.00095,0.00047,0.04537,0.00631,0.09982,0.0058,0.01494,0.00264,0.36499,0.00877,0.23819,0.03271
281,0.00739,0.00519,0.01875,0.09373,0.05384,0.00095,0.00048,0.04529,0.0063,0.09987,0.00571,0.01497,0.00261,0.36507,0.00886,0.23833,0.03265
282,0.00742,0.00525,0.01868,0.09379,0.05362,0.00094,0.00048,0.04517,0.00634,0.09981,0.00571,0.01492,0.0026,0.36503,0.00878,0.23878,0.0327
283,0.00743,0.00524,0.01864,0.09392,0.05344,0.00095,0.00047,0.04518,0.00635,0.09975,0.00573,0.01492,0.0026,0.36496,0.00876,0.23894,0.03272
284,0.00743,0.00523,0.01863,0.09406,0.05317,0.00096,0.00049,0.04514,0.00637,0.09976,0.00574,0.01495,0.00261,0.36491,0.00874,0.23906,0.03276
285,0.00788,0.00565,0.01816,0.09519,0.05419,0.00098,0.00053,0.04167,0.00681,0.1003,0.00604,0.01486,0.00279,0.35771,0.00918,0.24457,0.03349
286,0.00787,0.00566,0.01798,0.09535,0.05409,0.00098,0.00053,0.04167,0.00684,0.10034,0.00598,0.01487,0.00279,0.35757,0.00921,0.24473,0.03354
287,0.00791,0.00565,0.01782,0.09549,0.05374,0.00099,0.00052,0.04169,0.00692,0.10022,0.00587,0.01487,0.00278,0.35761,0.00926,0.24508,0.03357
288,0.00793,0.00571,0.01778,0.09559,0.05337,0.00098,0.00052,0.04169,0.00693,0.10018,0.0059,0.01492,0.00277,0.35754,0.0093,0.24528,0.0336
289,0.00794,0.0057,0.01774,0.09563,0.05313,0.00097,0.00053,0.04169,0.00691,0.10028,0.00588,0.01491,0.00277,0.35752,0.00934,0.24542,0.03363
290,0.00831,0.00594,0.01755,0.09703,0.05066,0.00102,0.00056,0.04048,0.00715,0.10012,0.00615,0.0148,0.0027,0.35524,0.00967,0.24858,0.03403
291,0.00833,0.00593,0.01749,0.09714,0.05041,0.00102,0.00056,0.04049,0.00714,0.10018,0.00616,0.01485,0.00271,0.35516,0.00968,0.24867,0.03407
292,0.00838,0.00593,0.01748,0.09726,0.04979,0.00102,0.00056,0.04044,0.00719,0.10029,0.00615,0.01486,0.00271,0.35509,0.00975,0.24895,0.03413
293,0.00842,0.00595,0.01739,0.09737,0.04962,0.00102,0.00056,0.04032,0.0072,0.10024,0.00614,0.01484,0.00273,0.35516,0.00976,0.24914,0.03415
294,0.00843,0.00594,0.01737,0.09747,0.04945,0.00102,0.00056,0.04033,0.00721,0.10019,0.00613,0.01484,0.00274,0.35512,0.00974,0.24931,0.03416
295,0.00887,0.0062,0.01754,0.09842,0.04601,0.001,0.00059,0.03939,0.00749,0.09997,0.00618,0.01498,0.0027,0.35428,0.0099,0.25197,0.03451
296,0.0089,0.00622,0.01743,0.0985,0.04567,0.00099,0.00058,0.03936,0.00749,0.1001,0.00614,0.01499,0.00272,0.35423,0.01,0.25211,0.03455
297,0.00895,0.00626,0.01737,0.09854,0.04537,0.00099,0.00058,0.03924,0.0075,0.10003,0.00613,0.01499,0.00275,0.3542,0.00996,0.25249,0.03464
298,0.00899,0.00626,0.01731,0.09868,0.04518,0.001,0.00058,0.03923,0.00754,0.09994,0.00611,0.01501,0.00275,0.35418,0.00993,0.25263,0.0347
299,0.009,0.00627,0.01729,0.09875,0.04501,0.001,0.00058,0.03922,0.00751,0.09993,0.00608,0.01501,0.00275,0.35416,0.00991,0.25281,0.03471
300,0.00999,0.0069,0.01967,0.1068,0.06713,0.00118,0.00068,0.05634,0.00844,0.12303,0.00686,0.01635,0.00391,0.2632,0.01096,0.26097,0.03759
301,0.01002,0.00692,0.01954,0.1071,0.06656,0.00117,0.00069,0.05626,0.00848,0.12314,0.0069,0.01642,0.00388,0.26292,0.01104,0.26131,0.03764
302,0.01006,0.00695,0.0194,0.10744,0.06577,0.00117,0.00069,0.05644,0.00856,0.123,0.0069,0.01648,0.00386,0.26281,0.01127,0.26154,0.03766
303,0.01011,0.00698,0.01947,0.10756,0.06513,0.00117,0.0007,0.05645,0.00862,0.12299,0.00701,0.0165,0.0038,0.26279,0.01133,0.26173,0.03765
304,0.01012,0.00703,0.01944,0.1076,0.0649,0.00119,0.0007,0.05645,0.00865,0.12292,0.00692,0.01649,0.00379,0.2628,0.01137,0.26194,0.0377
305,0.01056,0.00738,0.01947,0.10953,0.05947,0.00122,0.00068,0.05565,0.00897,0.12269,0.00716,0.01689,0.00368,0.26166,0.01254,0.26422,0.03821
306,0.01055,0.00738,0.01935,0.10971,0.05944,0.00122,0.00069,0.05562,0.009,0.12267,0.00708,0.01689,0.00368,0.26152,0.01248,0.26449,0.03823
307,0.01059,0.00746,0.0193,0.10981,0.05901,0.00123,0.00068,0.05571,0.00902,0.12267,0.00708,0.0169,0.00371,0.26136,0.01253,0.26469,0.03825
308,0.01062,0.00747,0.01934,0.10985,0.0586,0.00123,0.00069,0.05564,0.00905,0.12267,0.00711,0.01693,0.00369,0.26137,0.01259,0.26493,0.03822
309,0.01063,0.00747,0.01935,0.10992,0.05844,0.00123,0.00069,0.05566,0.00905,0.12261,0.0071,0.01694,0.00367,0.26132,0.01264,0.26503,0.03825
310,0.01108,0.00774,0.01914,0.11136,0.05446,0.00124,0.00074,0.05255,0.00929,0.12218,0.00726,0.01723,0.00361,0.26052,0.014,0.26881,0.0388
311,0.01107,0.00774,0.01905,0.11159,0.05419,0.00124,0.00075,0.05247,0.0093,0.12216,0.00725,0.01721,0.00359,0.26052,0.01404,0.269,0.03883
312,0.01109,0.0078,0.01903,0.11179,0.0537,0.00126,0.00074,0.05232,0.00932,0.12218,0.00726,0.01724,0.00358,0.26047,0.01407,0.26928,0.03888
313,0.0111,0.00776,0.01903,0.11194,0.05354,0.00126,0.00075,0.05229,0.00937,0.12212,0.00725,0.01727,0.00358,0.26041,0.01405,0.26941,0.03886
314,0.01112,0.00771,0.019,0.11198,0.05335,0.00126,0.00075,0.05225,0.00937,0.12224,0.00728,0.01727,0.00357,0.26039,0.01403,0.26951,0.0389
315,0.01167,0.00794,0.01927,0.11173,0.05255,0.0013,0.0008,0.04638,0.00963,0.12247,0.00757,0.01739,0.00376,0.25459,0.0154,0.27814,0.03939
316,0.01171,0.00796,0.01918,0.11191,0.05233,0.0013,0.0008,0.04633,0.00963,0.12232,0.00751,0.01741,0.00379,0.25461,0.01554,0.2783,0.03937
317,0.01174,0.00797,0.01913,0.11204,0.05197,0.00131,0.0008,0.0462,0.00965,0.12228,0.00755,0.01748,0.00379,0.25454,0.01554,0.27859,0.03942
318,0.01178,0.00797,0.01913,0.1121,0.05176,0.00132,0.00081,0.04618,0.00968,0.12226,0.00755,0.01747,0.0038,0.25449,0.01555,0.2787,0.03945
